Formula,Cr,Ti,Zr,MaxFWHM,composition,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Yang omega,Yang delta
Cr0.536654529Ti0.309078119Zr0.154267353,0.536654529,0.309078119,0.154267353,0.551382428,Cr0.53665453 Ti0.30907812 Zr0.15426735,-0.17874709,-0.084642351,-0.055570577,1.994224424,0.072809206
Cr0.564392119Ti0.283333622Zr0.152274258,0.564392119,0.283333622,0.152274258,0.542214978,Cr0.56439212 Ti0.28333362 Zr0.15227426,-0.173429821,-0.080506779,-0.054525094,1.966105394,0.073165921
Cr0.591616961Ti0.258703411Zr0.149679627,0.591616961,0.258703411,0.149679627,0.534760055,Cr0.59161696 Ti0.25870341 Zr0.14967963,-0.166886368,-0.075333746,-0.053209119,1.941624501,0.073335818
Cr0.618180317Ti0.235291401Zr0.146528283,0.618180317,0.235291401,0.146528283,0.5279018,Cr0.61818032 Ti0.2352914 Zr0.14652828,-0.159410103,-0.069334762,-0.051725983,1.920531804,0.073318689
Cr0.643940436Ti0.213183702Zr0.142875861,0.643940436,0.213183702,0.142875861,0.514918477,Cr0.64394044 Ti0.2131837 Zr0.14287586,-0.151296426,-0.062728468,-0.050177942,1.902588337,0.073117251
Cr0.66878157Ti0.192435917Zr0.138782513,0.66878157,0.192435917,0.138782513,0.481584231,Cr0.66878157 Ti0.19243592 Zr0.13878251,-0.142815325,-0.055720287,-0.048659586,1.887556169,0.072736707
Cr0.692606282Ti0.173082214Zr0.134311504,0.692606282,0.173082214,0.134311504,0.409079154,Cr0.69260628 Ti0.17308221 Zr0.1343115,-0.134198958,-0.048492904,-0.047253785,1.875208674,0.072184423
Cr0.715336793Ti0.155135016Zr0.12952819,0.715336793,0.155135016,0.12952819,0.203537718,Cr0.71533679 Ti0.15513502 Zr0.12952819,-0.125634726,-0.041200199,-0.046028295,1.865329112,0.071469813
Cr0.278074247Ti0.586477965Zr0.135447787,0.278074247,0.586477965,0.135447787,0.750216015,Cr0.27807425 Ti0.58647797 Zr0.13544779,-0.145342182,-0.056815019,-0.040314983,2.491338286,0.060813678
Cr0.30205931Ti0.558535885Zr0.139404805,0.30205931,0.558535885,0.139404805,0.723903304,Cr0.30205931 Ti0.55853588 Zr0.1394048,-0.154017691,-0.063918217,-0.041524022,2.417052183,0.06250558
Cr0.327068134Ti0.530044785Zr0.14288708,0.327068134,0.530044785,0.14288708,0.70549828,Cr0.32706813 Ti0.53004478 Zr0.14288708,-0.162065132,-0.070467996,-0.042242433,2.348706285,0.064116964
Cr0.35299167Ti0.501167158Zr0.145841172,0.35299167,0.501167158,0.145841172,0.684556682,Cr0.35299167 Ti0.50116716 Zr0.14584117,-0.169196427,-0.076251457,-0.045156672,2.286069447,0.065632382
Cr0.379706748Ti0.47207374Zr0.148219511,0.379706748,0.47207374,0.148219511,0.661803853,Cr0.37970675 Ti0.47207374 Zr0.14821951,-0.175122,-0.081057096,-0.04845537,2.22889394,0.067036568
Cr0.407065679Ti0.442949124Zr0.149985197,0.407065679,0.442949124,0.149985197,0.63906682,Cr0.40706568 Ti0.44294912 Zr0.1499852,-0.179576112,-0.08469136,-0.051213915,2.176947533,0.06831463
Cr0.434911151Ti0.413980521Zr0.151108328,0.434911151,0.413980521,0.151108328,0.624354911,Cr0.43491115 Ti0.41398052 Zr0.15110833,-0.182346007,-0.086998087,-0.053406528,2.129982045,0.069452389
Cr0.463066945Ti0.385360786Zr0.151572269,0.463066945,0.385360786,0.151572269,0.602508053,Cr0.46306695 Ti0.38536079 Zr0.15157227,-0.183298169,-0.087876191,-0.055031367,2.087760412,0.070436915
Cr0.491358313Ti0.357270885Zr0.151370802,0.491358313,0.357270885,0.151370802,0.585643153,Cr0.49135831 Ti0.35727088 Zr0.1513708,-0.182395281,-0.087291603,-0.056112011,2.050029112,0.071257079
Cr0.519600444Ti0.329891174Zr0.150508382,0.519600444,0.329891174,0.150508382,0.567752237,Cr0.51960044 Ti0.32989117 Zr0.15050838,-0.179700681,-0.085281094,-0.056085838,2.01654567,0.071903348
Cr0.547612722Ti0.303381803Zr0.149005475,0.547612722,0.303381803,0.149005475,0.545869294,Cr0.54761272 Ti0.3033818 Zr0.14900547,-0.175372447,-0.081949878,-0.055368159,1.987061607,0.072369123
Cr0.575223563Ti0.27788768Zr0.146888757,0.575223563,0.27788768,0.146888757,0.535295334,Cr0.57522356 Ti0.27788768 Zr0.14688876,-0.169639949,-0.077456328,-0.054316056,1.961330425,0.072649752
Cr0.602269271Ti0.253531562Zr0.144199167,0.602269271,0.253531562,0.144199167,0.524961924,Cr0.60226927 Ti0.25353156 Zr0.14419917,-0.162780949,-0.071997632,-0.053027333,1.939107783,0.072743722
Cr0.628601761Ti0.230415839Zr0.1409824,0.628601761,0.230415839,0.1409824,0.513815885,Cr0.62860176 Ti0.23041584 Zr0.1409824,-0.155089759,-0.065787717,-0.051603063,1.920156478,0.072651695
Cr0.654088949Ti0.208617075Zr0.137293975,0.654088949,0.208617075,0.137293975,0.478451311,Cr0.65408895 Ti0.20861708 Zr0.13729398,-0.146853822,-0.05904107,-0.050141119,1.904242043,0.072377328
Cr0.678622502Ti0.188184459Zr0.13319304,0.678622502,0.188184459,0.13319304,0.386789204,Cr0.6786225 Ti0.18818446 Zr0.13319304,-0.138330796,-0.051955573,-0.048730666,1.891134594,0.071926556
Cr0.702111171Ti0.169148395Zr0.128740435,0.702111171,0.169148395,0.128740435,0.152775882,Cr0.70211117 Ti0.1691484 Zr0.12874043,-0.129738365,-0.044704496,-0.047448756,1.880618954,0.071307207
Cr0.311483663Ti0.552352966Zr0.136163372,0.311483663,0.552352966,0.136163372,0.745920903,Cr0.31148366 Ti0.55235297 Zr0.13616337,-0.155358776,-0.065050127,-0.041303549,2.383525235,0.062595245
Cr0.336868642Ti0.523732557Zr0.139398801,0.336868642,0.523732557,0.139398801,0.711655657,Cr0.33686864 Ti0.52373256 Zr0.1393988,-0.163037533,-0.071290551,-0.042337532,2.318882214,0.064164512
Cr0.36312228Ti0.494769539Zr0.14210818,0.36312228,0.494769539,0.14210818,0.679301335,Cr0.36312228 Ti0.49476954 Zr0.14210818,-0.169715182,-0.07670173,-0.045990737,2.25976793,0.065632057
Cr0.3901149Ti0.465640215Zr0.144244885,0.3901149,0.465640215,0.144244885,0.668206668,Cr0.3901149 Ti0.46564022 Zr0.14424488,-0.175109555,-0.081077959,-0.049146616,2.205939127,0.066982506
Cr0.417695165Ti0.436527556Zr0.14577728,0.417695165,0.436527556,0.14577728,0.641054133,Cr0.41769516 Ti0.43652756 Zr0.14577728,-0.178973056,-0.084238897,-0.05176468,2.157168156,0.068201591
Cr0.445698478Ti0.407620646Zr0.146680876,0.445698478,0.407620646,0.146680876,0.618655458,Cr0.44569848 Ti0.40762065 Zr0.14668088,-0.181118192,-0.086046252,-0.053826403,2.113219514,0.069275735
Cr0.47395247Ti0.379108863Zr0.146938667,0.47395247,0.379108863,0.146938667,0.603517605,Cr0.47395247 Ti0.37910886 Zr0.14693867,-0.181440384,-0.086419207,-0.055337239,2.073852605,0.070192398
Cr0.502274594Ti0.351173506Zr0.1465519,0.502274594,0.351173506,0.1465519,0.581573094,Cr0.50227459 Ti0.35117351 Zr0.1465519,-0.179935324,-0.085347229,-0.05625613,2.03883145,0.070941514
Cr0.530484555Ti0.323987855Zr0.14552759,0.530484555,0.323987855,0.14552759,0.563347925,Cr0.53048456 Ti0.32398785 Zr0.14552759,-0.176695242,-0.082888,-0.055899148,2.007914642,0.071514508
Cr0.558404108Ti0.29771023Zr0.143885661,0.558404108,0.29771023,0.143885661,0.543962571,Cr0.55840411 Ti0.29771023 Zr0.14388566,-0.171900015,-0.079162976,-0.055152171,1.980863398,0.07190533
Cr0.585865153Ti0.272475997Zr0.14165885,0.585865153,0.272475997,0.14165885,0.524051013,Cr0.58586515 Ti0.272476 Zr0.14165885,-0.165794937,-0.074343327,-0.054104395,1.957435978,0.072110843
Cr0.612707686Ti0.248406506Zr0.138885808,0.612707686,0.248406506,0.138885808,0.508918176,Cr0.61270769 Ti0.24840651 Zr0.13888581,-0.158662572,-0.068631118,-0.052852665,1.937400103,0.072130006
Cr0.638790498Ti0.225594009Zr0.135615493,0.638790498,0.225594009,0.135615493,0.475547806,Cr0.6387905 Ti0.22559401 Zr0.13561549,-0.150795334,-0.062240645,-0.051494806,1.920521701,0.071964811
Cr0.663990271Ti0.20410849Zr0.131901239,0.663990271,0.20410849,0.131901239,0.382754855,Cr0.66399027 Ti0.20410849 Zr0.13190124,-0.142470572,-0.055380514,-0.050124172,1.906574822,0.071619485
Cr0.688203454Ti0.183994301Zr0.127802245,0.688203454,0.183994301,0.127802245,0.791873912,Cr0.68820345 Ti0.1839943 Zr0.12780225,-0.133933888,-0.048241255,-0.048824433,1.89533742,0.071100799
Cr0.346715715Ti0.517312619Zr0.135971666,0.346715715,0.517312619,0.135971666,0.792407888,Cr0.34671571 Ti0.51731262 Zr0.13597167,-0.163829212,-0.071961039,-0.043239501,2.29088195,0.064197621
Cr0.373275205Ti0.488282986Zr0.138441809,0.373275205,0.488282986,0.138441809,0.696971294,Cr0.3732752 Ti0.48828299 Zr0.13844181,-0.170036497,-0.076987259,-0.046755371,2.235141276,0.065614913
Cr0.4005186Ti0.459134871Zr0.140346529,0.4005186,0.459134871,0.140346529,0.658825709,Cr0.4005186 Ti0.45913487 Zr0.14034653,-0.174890435,-0.080927083,-0.049771433,2.184524267,0.066909831
Cr0.428290958Ti0.430053117Zr0.141655925,0.428290958,0.430053117,0.141655925,0.643232748,Cr0.42829096 Ti0.43005312 Zr0.14165592,-0.17816239,-0.083613735,-0.052254237,2.138804586,0.068068368
Cr0.456426317Ti0.401225107Zr0.142348576,0.456426317,0.401225107,0.142348576,0.621139808,Cr0.45642632 Ti0.40122511 Zr0.14234858,-0.17969111,-0.084927422,-0.054192547,2.097750512,0.069077518
Cr0.484746255Ti0.372840366Zr0.14241338,0.484746255,0.372840366,0.14241338,0.596537362,Cr0.48474626 Ti0.37284037 Zr0.14241338,-0.179403224,-0.084809396,-0.055598413,2.06113448,0.069925608
Cr0.513071952Ti0.345076528Zr0.14185152,0.513071952,0.345076528,0.14185152,0.575078269,Cr0.51307195 Ti0.34507653 Zr0.14185152,-0.177323897,-0.083270045,-0.056100806,2.028722108,0.070603113
Cr0.541223215Ti0.318100178Zr0.140676607,0.541223215,0.318100178,0.140676607,0.559793533,Cr0.54122322 Ti0.31810018 Zr0.14067661,-0.173573626,-0.080387795,-0.055693263,2.000279629,0.071102809
Cr0.569024262Ti0.29206622Zr0.138909518,0.569024262,0.29206622,0.138909518,0.536715243,Cr0.56902426 Ti0.29206622 Zr0.13890952,-0.168351938,-0.076299019,-0.054928196,1.975575632,0.071419427
Cr0.596311939Ti0.267104337Zr0.136583724,0.596311939,0.267104337,0.136583724,0.518650383,Cr0.59631194 Ti0.26710434 Zr0.13658372,-0.161915251,-0.07118413,-0.053895002,1.954375695,0.07155069
Cr0.622931072Ti0.243328593Zr0.133740334,0.622931072,0.243328593,0.133740334,0.486200824,Cr0.62293107 Ti0.24332859 Zr0.13374033,-0.154549572,-0.065249288,-0.0526887,1.936453241,0.071496704
Cr0.648747464Ti0.220824873Zr0.130427664,0.648747464,0.220824873,0.130427664,0.376651375,Cr0.64874746 Ti0.22082487 Zr0.13042766,-0.146542099,-0.058706564,-0.051403628,1.921581543,0.071260224
Cr0.67364441Ti0.199657473Zr0.126698117,0.67364441,0.199657473,0.126698117,0.025131303,Cr0.67364441 Ti0.19965747 Zr0.12669812,-0.138159798,-0.051758478,-0.050128426,1.909542953,0.070846175
Cr0.410910053Ti0.452566722Zr0.136523225,0.410910053,0.452566722,0.136523225,0.039493838,Cr0.41091005 Ti0.45256672 Zr0.13652322,-0.174474576,-0.080611994,-0.050334807,2.164565086,0.066818459
Cr0.438849289Ti0.42353183Zr0.137618881,0.438849289,0.42353183,0.137618881,0.606536535,Cr0.43884929 Ti0.42353183 Zr0.13761888,-0.177156782,-0.08282548,-0.052688383,2.121773812,0.067915071
Cr0.467086307Ti0.394802894Zr0.138110799,0.467086307,0.394802894,0.138110799,0.615157322,Cr0.46708631 Ti0.39480289 Zr0.1381108,-0.178080489,-0.083653522,-0.054510901,2.08350737,0.068858071
Cr0.495445508Ti0.366560933Zr0.137993559,0.495445508,0.366560933,0.137993559,0.600784629,Cr0.49544551 Ti0.36656093 Zr0.13799356,-0.177203869,-0.083059817,-0.055821127,2.049538278,0.069636981
Cr0.523746426Ti0.338982131Zr0.137271443,0.523746426,0.338982131,0.137271443,0.569521798,Cr0.52374643 Ti0.33898213 Zr0.13727144,-0.174581348,-0.081075741,-0.055921005,2.019640119,0.070243092
Cr0.551812299Ti0.312230213Zr0.135957488,0.551812299,0.312230213,0.135957488,0.552437969,Cr0.5518123 Ti0.31223021 Zr0.13595749,-0.170356776,-0.077796828,-0.055473961,1.993585143,0.070669723
Cr0.579470391Ti0.286452245Zr0.134077364,0.579470391,0.286452245,0.134077364,0.510517783,Cr0.57947039 Ti0.28645224 Zr0.13407736,-0.164747934,-0.073373648,-0.054701297,1.971147639,0.070912923
Cr0.606564356Ti0.261771052Zr0.131664592,0.606564356,0.261771052,0.131664592,0.389108209,Cr0.60656436 Ti0.26177105 Zr0.13166459,-0.158018882,-0.067993366,-0.05369186,1.952099332,0.070971207
Cr0.632939737Ti0.238298623Zr0.128761641,0.632939737,0.238298623,0.128761641,0.389108209,Cr0.63293974 Ti0.23829862 Zr0.12876164,-0.150457329,-0.061865029,-0.052538576,1.936223488,0.070845616
Cr0.534293982Ti0.332896534Zr0.132809484,0.534293982,0.332896534,0.132809484,0.937430998,Cr0.53429398 Ti0.33289653 Zr0.13280948,-0.171725383,-0.07877801,-0.05572251,2.011531395,0.069862163
