Formula,Co,Ti,Zr,Cr,MaxFWHM,Group,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant d electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg d valence electrons,frac s valence electrons,frac d valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,band center,HOMO_energy,LUMO_energy,Co_Ti_product,Ti_Zr_product,Zr_Cr_product,Group_Miedema_deltaH_inter_product,Miedema_deltaH_inter_Miedema_deltaH_amor_product,Miedema_deltaH_amor_Miedema_deltaH_ss_min_product,Miedema_deltaH_ss_min_Yang delta_product,Yang delta_Yang omega_product,Yang omega_APE mean_product,APE mean_Radii local mismatch_product,Radii local mismatch_Radii gamma_product,Radii gamma_Configuration entropy_product,Configuration entropy_Atomic weight mean_product,Atomic weight mean_Total weight_product,Total weight_Lambda entropy_product,Lambda entropy_Electronegativity delta_product,Electronegativity delta_Electronegativity local mismatch_product,Electronegativity local mismatch_VEC mean_product,VEC mean_Mixing enthalpy_product,Mixing enthalpy_Mean cohesive energy_product,Mean cohesive energy_Interant electrons_product,Interant electrons_Interant s electrons_product,Interant s electrons_Interant d electrons_product,Interant d electrons_Shear modulus mean_product,Shear modulus mean_Shear modulus delta_product,Shear modulus delta_Shear modulus local mismatch_product,Shear modulus local mismatch_Shear modulus strength model_product,Shear modulus strength model_mean AtomicWeight_product,mean AtomicWeight_mean Column_product,mean Column_mean Row_product,mean Row_range Number_product,range Number_mean Number_product,mean Number_range AtomicRadius_product,range AtomicRadius_mean AtomicRadius_product,mean AtomicRadius_range Electronegativity_product,range Electronegativity_mean Electronegativity_product,mean Electronegativity_avg s valence electrons_product,avg s valence electrons_avg d valence electrons_product,avg d valence electrons_frac s valence electrons_product,frac s valence electrons_frac d valence electrons_product,frac d valence electrons_mean simul. packing efficiency_product,mean simul. packing efficiency_mean abs simul. packing efficiency_product,mean abs simul. packing efficiency_dist from 1 clusters |APE| < 0.010_product,dist from 1 clusters |APE| < 0.010_dist from 3 clusters |APE| < 0.010_product,dist from 3 clusters |APE| < 0.010_dist from 5 clusters |APE| < 0.010_product,dist from 5 clusters |APE| < 0.010_band center_product,band center_HOMO_energy_product,HOMO_energy_LUMO_energy_product,Co_Ti_Zr_product,All_Miedema_product,Co_Ti_Zr_Cr_product,Yang delta_Yang omega_APE mean_product
Co0.059952152Ti0.168649888Zr0.77139796Cr0.0,0.059952152,0.168649888,0.77139796,0,0.47660177,3,-0.144157673,-0.063877394,-0.074897176,0.060691115,1.32416938,-0.007015926,3.779574512,1.146853743,-0.005563063,81.97594356,81.97594356,-1.510301872,0.110495557,0.13498536,4.29976076,8.716926168,5.902379154,11,0,11,37.5517564,0.266419711,3.006734982,-0.022934696,81.97594356,4.29976076,4.77139796,18,36.18492404,0.2,1.512712086,0.55,1.39839016,2,2.29976076,0.465142158,0.534857842,-0.007015926,0.018176241,0.049767761,0.078510031,0.092269526,3.557597793,-0.150673,-0.150673,0.010110924,0.13009618,0,-0.43247302,0.009208417,0.004784236,-0.004545593,0.080365316,-0.009290275,-0.026517216,4.334619178,-0.00638002,-0.456037349,6720.055322,-123.808421,-0.166881646,0.014915283,0.580404756,37.48069708,51.4506033,64.92617069,0,0,413.0693204,10.00452808,0.801053465,-0.068958552,-1.880093315,352.4769454,20.51586972,85.88516328,651.3286327,7.236984808,0.302542417,0.831991648,0.769114588,2.79678032,4.59952152,1.069715683,0.248784931,-0.003752523,-0.000127523,0.000904591,0.003907268,0.007244083,0.328257863,-0.536033932,0.022702353,0.007799546,-0.000689684,0,-0.000563837
Co0.059502144Ti0.158607205Zr0.781890652Cr0.0,0.059502144,0.158607205,0.781890652,0,0.487172972,3,-0.14300781,-0.062503149,-0.073672484,0.06011202,1.296656921,-0.008610314,3.679950432,1.146787719,-0.00542342,82.42589529,82.42589538,-1.500895903,0.110232616,0.132438312,4.29751072,8.68696039,5.917275925,11,0,11,37.48050811,0.266131723,2.961853403,-0.022848946,82.42589529,4.29751072,4.781890651,18,36.37154244,0.2,1.51430849,0.55,1.396033692,2,2.29751072,0.465385692,0.534614308,-0.008610314,0.018744062,0.064206752,0.078300308,0.089222014,3.558077739,-0.150673,-0.150673,0.009437469,0.124013491,0,-0.429023431,0.008938438,0.004604762,-0.004428602,0.077944667,-0.011164623,-0.031685529,4.220121961,-0.006219511,-0.447030232,6794.028222,-123.7126887,-0.165447682,0.014599022,0.569155064,37.3323054,51.40314158,65.09003518,0,0,412.2855892,9.974752212,0.78824315,-0.067675229,-1.883344833,354.2261686,20.55022633,86.07403172,654.6877639,7.274308488,0.302861698,0.83286967,0.767818531,2.792067384,4.595021439,1.069228616,0.24880185,-0.004603197,-0.000161392,0.001203495,0.005027408,0.006986111,0.317458863,-0.536106247,0.022702353,0.007379069,-0.000658517,0,-0.000671128
Co0.058987382Ti0.149013148Zr0.79199947Cr0.0,0.058987382,0.149013148,0.79199947,0,0.491579775,3,-0.141685187,-0.060968811,-0.072361195,0.059510173,1.270036234,-0.010155924,3.579414755,1.146723662,-0.005282126,82.85848689,82.85848689,-1.491510705,0.109905525,0.12981794,4.29493691,8.64621624,5.931665062,11,0,11,37.40885488,0.265693736,2.914860657,-0.022739343,82.85848689,4.29493691,4.79199947,18,36.55092737,0.2,1.515850551,0.55,1.393735821,2,2.29493691,0.465664582,0.534335418,-0.010155924,0.019342242,0.071278274,0.076534988,0.087365982,3.558478802,-0.150673,-0.150673,0.008789895,0.118018334,0,-0.42505556,0.008638377,0.004411776,-0.004306227,0.075580076,-0.012898392,-0.036352265,4.104599595,-0.006057139,-0.437669008,6865.52885,-123.5843202,-0.163925268,0.014267709,0.557559863,37.13495326,51.28645879,65.24831569,0,0,411.4974037,9.939298415,0.774460218,-0.066282015,-1.884147519,355.8719737,20.5813354,86.25599046,657.9166927,7.310185474,0.30317011,0.833717803,0.766554702,2.787471642,4.58987382,1.068670836,0.248821079,-0.00542667,-0.000196438,0.001378682,0.005455282,0.006686554,0.310889995,-0.536166677,0.022702353,0.006961593,-0.000625083,0,-0.000767586
Co0.068817028Ti0.311297561Zr0.61988541Cr0.0,0.068817028,0.311297561,0.61988541,0,0.397462111,3,-0.165541703,-0.086975255,-0.09525234,0.067011071,1.527164818,-0.008276753,4.859420973,1.147830886,-0.007016213,75.5049144,75.50491432,-1.562462667,0.114227559,0.165775239,4.34408514,9.395350337,5.686183742,11,0,11,38.66833127,0.272374813,3.601395493,-0.024748479,75.5049144,4.34408514,4.619885411,18,33.50202253,0.2,1.48954196,0.55,1.433221853,2,2.34408514,0.460396133,0.539603867,-0.008276753,0.014220954,0.029759517,0.060177251,0.08628663,3.55246011,-0.167106,-0.167106,0.021422573,0.192968816,0,-0.49662511,0.014398032,0.008284597,-0.006382961,0.10233695,-0.012639966,-0.040220226,5.577793482,-0.008053426,-0.529758566,5700.992093,-117.9736098,-0.178476297,0.018936101,0.720141753,40.81420179,53.42368833,62.54802116,0,0,425.3516439,10.53227949,0.980929423,-0.089129062,-1.868631821,327.9997767,20.06917556,83.15793739,603.0364056,6.700404506,0.297908392,0.819248078,0.788272019,2.866443707,4.688170281,1.079207734,0.248431534,-0.004466168,-0.000117703,0.000423209,0.001790846,0.005192492,0.30652981,-0.593637399,0.027924415,0.01327954,-0.001371446,0,-0.000847018
Co0.06903087Ti0.295551529Zr0.635417601Cr0.0,0.06903087,0.295551529,0.635417601,0,0.395952647,3,-0.166011974,-0.087175048,-0.0948866,0.066801853,1.496154833,-0.009325387,4.799108526,1.147737257,-0.006924975,76.18070999,76.18070999,-1.551819422,0.114687531,0.164627017,4.34515435,9.478646557,5.707830441,11,0,11,38.59549313,0.273639175,3.587611563,-0.024903342,76.18070999,4.34515435,4.635417601,18,33.78267117,0.2,1.491861097,0.55,1.4300328,2,2.34515435,0.460282844,0.539717156,-0.009325387,0.014152589,0.042619583,0.059710537,0.085716208,3.55383375,-0.167106,-0.167106,0.020402179,0.187798644,0,-0.498035923,0.014472102,0.008271744,-0.006338601,0.099945916,-0.013952223,-0.044753546,5.508115654,-0.007948052,-0.527549507,5803.500575,-118.2187054,-0.177974338,0.018880666,0.715329801,41.18618232,54.10250736,62.78613485,0,0,424.5504245,10.5612389,0.981711068,-0.089343519,-1.897154311,331.0169434,20.14160495,83.43751682,608.088081,6.756534234,0.298372219,0.820523603,0.78651804,2.860065599,4.6903087,1.079434313,0.248422547,-0.005033072,-0.000131978,0.000603177,0.002544838,0.005118161,0.304621154,-0.593866943,0.027924415,0.012963904,-0.001373209,0,-0.000932034
Co0.069164568Ti0.280313953Zr0.650521479Cr0.0,0.069164568,0.280313953,0.650521479,0,0.400131993,3,-0.166294419,-0.087183439,-0.094375119,0.066545884,1.465638427,0.011702854,4.731966669,1.14764587,-0.006825667,76.83704836,76.83704836,-1.541355154,0.115072569,0.163265229,4.34582284,9.550290947,5.728914369,11,0,11,38.52191049,0.27474778,3.569426275,-0.025032728,76.83704836,4.34582284,4.650521479,18,34.05520946,0.2,1.494119993,0.55,1.426906443,2,2.34582284,0.460212041,0.539787959,0.011702854,0.014917438,0.021287438,0.0610656,0.080529085,3.555113956,-0.162391,-0.162391,0.019387793,0.182350247,0,-0.498883257,0.014498119,0.008227947,-0.006280276,0.097532205,0.017152152,0.055377514,5.430622004,-0.007833449,-0.524464129,5903.932001,-118.4331805,-0.177367697,0.018787349,0.709521762,41.50387253,54.71279904,63.01805806,0,0,423.7410154,10.58380937,0.980691943,-0.089352475,-1.923440898,333.9201997,20.21034246,83.70938662,612.9937703,6.811041892,0.298823999,0.821765996,0.784798543,2.853812885,4.69164568,1.079575918,0.248416918,0.00631706,0.000174577,0.000317554,0.00129993,0.004917557,0.286290073,-0.57731851,0.026370837,0.012612176,-0.001368262,0,0.001141405
Co0.069222328Ti0.26559336Zr0.665184312Cr0.0,0.069222328,0.26559336,0.665184312,0,0.40462201,3,-0.166397869,-0.087009922,-0.093728272,0.066246776,1.435607065,0.009563354,4.658746443,1.14755682,-0.006719075,77.473424,77.473424,-1.531016977,0.115385639,0.161709727,4.34611164,9.610598443,5.749415766,11,0,11,38.4478055,0.275706021,3.547200092,-0.025137649,77.473424,4.34611164,4.665184312,18,34.31942926,0.2,1.49631653,0.55,1.423846886,2,2.34611164,0.46018146,0.53981854,0.009563354,0.014910621,0.003143369,0.062973313,0.076081171,3.556302807,-0.162391,-0.162391,0.018384991,0.176668536,0,-0.499193608,0.014478266,0.00815529,-0.006209196,0.095104339,0.013729218,0.044553241,5.346176256,-0.007710521,-0.520549759,6002.131426,-118.6131274,-0.176657372,0.01865898,0.702808525,41.76873376,55.25532621,63.24357343,0,0,422.9258605,10.60029146,0.977984422,-0.089168271,-1.947499732,336.7081498,20.27541184,83.97331762,617.7497266,6.863885851,0.299263306,0.822974092,0.783115787,2.847693772,4.69222328,1.07963708,0.248414484,0.005162476,0.000142596,4.69E-05,0.000197948,0.004791083,0.270567682,-0.577511569,0.026370837,0.012229407,-0.001357023,0,0.000909516
Co0.069206292Ti0.25139805Zr0.679395658Cr0.0,0.069206292,0.25139805,0.679395658,0,0.391928684,3,-0.166325765,-0.086659165,-0.09295327,0.065907656,1.40609124,0.007480336,4.580160446,1.147470176,-0.006605955,78.08940787,78.08940787,-1.520771159,0.115628434,0.159977835,4.34603146,9.659639112,5.769319027,11,0,11,38.37331189,0.276516144,3.521223674,-0.025218502,78.08940787,4.34603146,4.679395658,18,34.5751533,0.2,1.498449034,0.55,1.420857051,2,2.34603146,0.46018995,0.53981005,0.007480336,0.014992321,0.020040149,0.059250516,0.079975289,3.557401015,-0.162391,-0.162391,0.017398327,0.170798744,0,-0.498977296,0.014413652,0.008055253,-0.006126332,0.092672178,0.010518035,0.03426114,5.255597511,-0.007580136,-0.515855101,6097.955621,-118.7561193,-0.175844388,0.018497987,0.695268703,41.98109547,55.72953972,63.4625093,0,0,422.1064307,10.61084024,0.973675193,-0.088799988,-1.969297919,339.3790233,20.33680074,84.22912184,622.3527595,6.915030661,0.299689807,0.824146969,0.781471378,2.841714102,4.69206292,1.0796201,0.24841516,0.004037961,0.000112148,0.000300448,0.001187389,0.004738577,0.284504175,-0.577689908,0.026370837,0.011820348,-0.001339796,0,0.000693219
Co0.069119008Ti0.237732469Zr0.693148523Cr0.0,0.069119008,0.237732469,0.693148523,0,0.423963299,3,-0.166081977,-0.086136431,-0.09205791,0.06553162,1.377112664,0.005455253,4.496905071,1.147385984,-0.006487049,78.68472493,78.68472493,-1.510585694,0.115802918,0.158086819,4.34559504,9.697562314,5.788613189,11,0,11,38.2985605,0.277181023,3.491792413,-0.025275799,78.68472493,4.34559504,4.693148523,18,34.82226845,0.2,1.500516328,0.55,1.417939273,2,2.34559504,0.460236166,0.539763834,0.005455253,0.015155005,0.039300006,0.057841717,0.084683492,3.558409874,-0.162391,-0.162391,0.016431832,0.16478391,0,-0.49824593,0.014305709,0.00792954,-0.006032704,0.090244424,0.007512497,0.024531753,5.15968585,-0.007443149,-0.510431662,6191.285938,-118.8600198,-0.174930231,0.018306915,0.686981296,42.14167869,56.13543711,63.67474507,0,0,421.2841655,10.61563416,0.967858592,-0.088257844,-1.988819303,341.9319504,20.39452294,84.47667341,626.8008322,6.964453691,0.300103266,0.82528398,0.7798666,2.835878546,4.69119008,1.079527668,0.248418838,0.002944548,8.27E-05,0.000595592,0.00227318,0.004898239,0.301338573,-0.577853738,0.026370837,0.0113897,-0.001316954,0,0.000492306
Co0.068962186Ti0.22459863Zr0.706439184Cr0.0,0.068962186,0.22459863,0.706439184,0,0.427943194,3,-0.1656679,-0.085444871,-0.091048726,0.065121444,1.3487045,0.003488985,4.409634662,1.147304269,-0.006363066,79.2592327,79.2592327,-1.500439237,0.115910527,0.156052326,4.34481093,9.724431826,5.807292252,11,0,11,38.2236341,0.277702279,3.459164309,-0.025309801,79.2592327,4.34481093,4.706439184,18,35.06071624,0.2,1.502517768,0.55,1.415094915,2,2.34481093,0.460319225,0.539680775,0.003488985,0.015391273,0.036519273,0.058007514,0.084731989,3.55933031,-0.162391,-0.162391,0.015488812,0.158665273,0,-0.497003699,0.014155472,0.007779647,-0.005929224,0.087829585,0.00470561,0.01538515,5.059192672,-0.007300373,-0.504331762,6282.025968,-118.9236627,-0.173916703,0.018088107,0.678017851,42.25081769,56.4726176,63.88021477,0,0,420.4599751,10.61479029,0.960617811,-0.087550762,-2.006035445,344.3663805,20.44858841,84.71590531,631.0928924,7.012143248,0.300503554,0.826384773,0.778302203,2.830189829,4.68962186,1.07936155,0.248425436,0.001882938,5.37E-05,0.000562078,0.002118392,0.004915092,0.301589137,-0.578003208,0.026370837,0.010941904,-0.001288838,0,0.000306436
Co0.0687371Ti0.211995582Zr0.719267318Cr0.0,0.0687371,0.211995582,0.719267318,0,0.450483678,3,-0.165083453,-0.084586433,-0.089931608,0.064679631,1.320902297,0.001581868,4.318958781,1.14722503,-0.006234679,79.81293126,79.81293126,-1.490318178,0.115952406,0.15388865,4.3436855,9.740277019,5.825355179,11,0,11,38.14858161,0.278080882,3.42357008,-0.025320643,79.81293126,4.3436855,4.719267318,18,35.29049722,0.2,1.504453243,0.55,1.412324477,2,2.3436855,0.460438492,0.539561508,0.001581868,0.015693953,0.018601975,0.059553278,0.086091698,3.560163192,-0.162391,-0.162391,0.014571962,0.152481494,0,-0.495250359,0.01396382,0.007606994,-0.005816743,0.085435474,0.002089493,0.006832023,4.954817618,-0.007152579,-0.497607975,6370.103996,-118.9466623,-0.172805978,0.017843759,0.668443896,42.30870005,56.74057318,64.07890697,0,0,419.6343978,10.60839121,0.952029386,-0.086686996,-2.020914743,346.6822722,20.49901302,84.94681172,635.22895,7.058099445,0.300890649,0.827449283,0.776778462,2.824648954,4.687371,1.079123017,0.248434887,0.000853515,2.48E-05,0.000291939,0.001107809,0.005127043,0.306500493,-0.578138461,0.026370837,0.010481136,-0.001255789,0,0.000135148
Co0.068444636Ti0.199918495Zr0.731636868Cr0.0,0.068444636,0.199918495,0.731636868,0,0.455457601,3,-0.164327257,-0.083561983,-0.088711828,0.06420836,1.293739249,-0.000266437,4.22542923,1.147148241,-0.006102503,80.34600141,80.34600133,-1.480215103,0.115929425,0.151608485,4.34222318,9.7451006,5.842807084,11,0,11,38.07341539,0.278317247,3.385210286,-0.025308349,80.34600141,4.34222318,4.731636869,18,35.51168682,0.2,1.506323299,0.55,1.409627434,2,2.34222318,0.460593552,0.539406448,-0.000266437,0.016056232,0.002458823,0.062424086,0.084285014,3.560909437,-0.162391,-0.162391,0.013683349,0.146267742,0,-0.492981772,0.013731511,0.007412936,-0.005696041,0.083068875,-0.0003447,-0.001125811,4.847193707,-0.007000475,-0.490311693,6455.479936,-118.9293646,-0.171600486,0.017575884,0.658317876,42.31540172,56.93874281,64.27087792,0,0,418.8075693,10.59648816,0.942162408,-0.085674083,-2.033424648,348.8802698,20.54582329,85.16946364,639.2103627,7.102337364,0.30126466,0.828477814,0.775295089,2.819254868,4.684446361,1.078812895,0.248447132,-0.000143718,-4.28E-06,3.95E-05,0.00015349,0.005261415,0.300131301,-0.578259644,0.026370837,0.010011242,-0.001218147,0,-2.21E-05
Co0.068083917Ti0.188358969Zr0.743557114Cr0.0,0.068083917,0.188358969,0.743557114,0,0.455309078,3,-0.163393494,-0.082368352,-0.087392145,0.063709088,1.26726296,-0.002057246,4.129503369,1.147073828,-0.005967067,80.85883569,80.85883569,-1.470138212,0.11584126,0.149221023,4.340419585,9.738694295,5.859661358,11,0,11,37.99805465,0.278409115,3.344205925,-0.025272429,80.85883569,4.340419585,4.743557114,18,35.72444764,0.2,1.508129371,0.55,1.407001538,2,2.340419585,0.460784945,0.539215055,-0.002057246,0.016471888,0.015557888,0.067678755,0.087527362,3.561569054,-0.162391,-0.162391,0.012824216,0.140055651,0,-0.490180483,0.013458453,0.007198347,-0.005567674,0.080736168,-0.002607072,-0.008495404,4.736845238,-0.006844667,-0.482490122,6538.15131,-118.8736641,-0.170302663,0.017285951,0.647681849,42.27001945,57.06545064,64.45627494,0,0,417.9786011,10.57900477,0.931057412,-0.084516208,-2.043499201,350.9612741,20.5890282,85.38402805,643.0400575,7.144889527,0.301625874,0.829471154,0.773850846,2.814003076,4.68083917,1.07843011,0.248462179,-0.001109298,-3.39E-05,0.000256268,0.001052939,0.005923743,0.311734744,-0.57836676,0.026370837,0.009535537,-0.001176163,0,-0.000166094
Co0.067654637Ti0.177305005Zr0.755040358Cr0.0,0.067654637,0.177305005,0.755040358,0,0.465102071,3,-0.162277504,-0.081003497,-0.085976143,0.063183106,1.241501283,-0.003792268,4.031587933,1.147001709,-0.005828848,81.35196421,81.35196421,-1.460093905,0.115687836,0.146734779,4.338273185,9.720941584,5.875935368,11,0,11,37.92242408,0.278354961,3.300676184,-0.025212558,81.35196421,4.338273185,4.755040358,18,35.92899963,0.2,1.509873322,0.55,1.404444101,2,2.338273185,0.461012923,0.538987077,-0.003792268,0.016935198,0.031420277,0.074297824,0.090239886,3.562142724,-0.162391,-0.162391,0.011995506,0.133872434,0,-0.486832511,0.013145045,0.006964368,-0.00543224,0.078441907,-0.004708105,-0.015288861,4.624238248,-0.006685699,-0.47418823,6618.14208,-118.7815071,-0.168915105,0.016975429,0.636575556,42.17210021,57.11962447,64.63528905,0,0,417.1466649,10.55589486,0.918759589,-0.08321849,-2.051091121,352.9270449,20.62866408,85.59072644,646.7219933,7.185799926,0.301974664,0.830430327,0.772444256,2.808888203,4.67654637,1.077974155,0.248480008,-0.002043983,-6.42E-05,0.000532109,0.002334458,0.006704627,0.321447352,-0.578459919,0.026370837,0.009057091,-0.00113016,0,-0.000297473
Co0.067154669Ti0.166744737Zr0.766100595Cr0.0,0.067154669,0.166744737,0.766100595,0,0.475873251,3,-0.160970339,-0.079461504,-0.0844652,0.062631014,1.216503141,-0.005473663,3.932011209,1.146931775,-0.005688256,81.82597013,81.82597021,-1.4501077,0.115467709,0.144155061,4.335773345,9.691487022,5.891649684,11,0,11,37.84637203,0.278150125,3.254664074,-0.025127844,81.82597013,4.335773345,4.766100594,18,36.12558404,0.2,1.511557356,0.55,1.401951463,2,2.335773345,0.461278725,0.538721275,-0.005473663,0.017441079,0.0466888,0.074252215,0.090405344,3.562629893,-0.162391,-0.162391,0.011197688,0.127743242,0,-0.482911017,0.012790945,0.006711732,-0.005290141,0.076190825,-0.006658729,-0.021522506,4.509748596,-0.006524042,-0.46544707,6695.489394,-118.6564695,-0.167440614,0.016645255,0.625023671,42.0200911,57.09884645,64.80814653,0,0,416.3100924,10.52697311,0.905285218,-0.081782691,-2.056110218,354.7788602,20.66473191,85.7898107,650.2605127,7.225116808,0.302311471,0.831356546,0.771073304,2.803902925,4.671546689,1.07744255,0.248500663,-0.002948779,-9.55E-05,0.000814303,0.003466747,0.006712797,0.322080781,-0.578539031,0.026370837,0.008578555,-0.00108039,0,-0.000417043
Co0.066582384Ti0.156661077Zr0.776756539Cr0.0,0.066582384,0.156661077,0.776756539,0,0.464162964,3,-0.159464282,-0.077737486,-0.082861281,0.062053104,1.192291357,-0.007104246,3.831028982,1.146863897,-0.005545616,82.28164691,82.28164691,-1.440199855,0.115179586,0.141485958,4.33291192,9.650058768,5.906831258,11,0,11,37.7697408,0.277790524,3.206201483,-0.025017541,82.28164691,4.33291192,4.776756539,18,36.31452962,0.2,1.513184362,0.55,1.399519137,2,2.33291192,0.46158335,0.53841665,-0.007104246,0.017985122,0.061350176,0.075253582,0.087281565,3.563030756,-0.150673,-0.150673,0.010430868,0.121687516,0,-0.478392847,0.012396352,0.006441428,-0.0051418,0.073985379,-0.008470331,-0.027216574,4.393668828,-0.006360067,-0.456302402,6770.269418,-118.5020159,-0.165881623,0.016296294,0.613046192,41.81285466,57.00126877,64.97514384,0,0,415.4671488,10.49207608,0.890652389,-0.080211276,-2.058484454,356.5191287,20.69726535,85.9816177,653.6615332,7.262905924,0.302636872,0.832251399,0.769735526,2.799038275,4.66582384,1.0768333,0.248524161,-0.003825044,-0.000127771,0.00110339,0.004616821,0.00656825,0.310986901,-0.536852533,0.022702353,0.008102245,-0.001027178,0,-0.00052561
Co0.065933315Ti0.147035595Zr0.78703109Cr0.0,0.065933315,0.147035595,0.78703109,0,0.482657506,3,-0.157745277,-0.075820625,-0.081162849,0.061448542,1.168913788,-0.008687759,3.728774375,1.146797901,-0.005401134,82.71993789,82.71993789,-1.430414082,0.114820009,0.138726551,4.329666575,9.596006229,5.921514201,11,0,11,37.69224565,0.277267164,3.155201467,-0.024880019,82.71993789,4.329666575,4.78703109,18,36.4962262,0.2,1.514757998,0.55,1.397140798,2,2.329666575,0.461929335,0.538070665,-0.008687759,0.018563874,0.068879182,0.077188032,0.085214682,3.563343696,-0.150673,-0.150673,0.009694544,0.115721585,0,-0.473235831,0.011960345,0.006153818,-0.004987339,0.071828048,-0.010155241,-0.032394693,4.276150626,-0.006194009,-0.446781463,6842.588125,-118.3237641,-0.164240157,0.015928584,0.600639709,41.54750742,56.82288716,65.13665621,0,0,414.6147022,10.45082206,0.874833763,-0.078501473,-2.058073642,358.1497502,20.7262485,86.16655962,656.9320715,7.299245239,0.3029516,0.833116899,0.768427439,2.794281596,4.65933315,1.076141331,0.248550624,-0.004674628,-0.000161278,0.001278664,0.005316649,0.006577554,0.3036492,-0.536899685,0.022702353,0.007629908,-0.000970736,0,-0.000624025
